Date,Ticker,Headline,Description
2020-05-01,JPM,JPMorgan Chase approved to process $15 billion in new PPP loans,"JPMorgan Chase & Co said on Friday that the U.S. Small Business Administration gave it the green light to make $15 billion in new loans to some 211,000 business customers hurt by the outbreak of the novel coronavirus."
2020-05-01,BA,How Boeing went from appealing for government aid to snubbing it,"In just six weeks, Boeing Co  went from seeking government aid to announcing it no longer needed it."
2020-05-01,TSLA,Tesla tumbles after Musk tweets stock too high,Shares of Tesla Inc  tumbled 9% on Friday after Chief Executive Officer Elon Musk tweeted that the electric carmaker's high-flying stock was overly expensive.
2020-05-01,DIS,"Long lines, lots of kids, and plenty to touch: How does Disney reopen its parks?","For a glimpse at how Disney recovers from the coronavirus pandemic, look no further than Shanghai, where the entertainment giant has staged a limited reopening of Shanghai Disney Resort. Adults, kids and senior citizens wear masks while wandering among staff and security guards who carry contact-less thermometers and hand sanitizer."
2020-05-01,AMZN,U.S. House panel calls on Amazon's Bezos to testify on third-party sellers,The U.S. House of Representatives Judiciary Committee on Friday called on Amazon.com < AMZN.O> founder Jeff Bezos to testify to the panel about allegations that the online retailer uses data from its own third-party sellers to create competing products.
2020-05-01,BA,Jetmaker Embraer focuses on future after Boeing divorce 'pain',"The head of Embraer's  commercial aircraft unit defended the benefits of a $4.2 billion tie-up abandoned by Boeing Co  last week, but said the Brazilian aerospace group was focusing on its future as a re-united company."
2020-05-01,BA,Ryanair sets mid-May deadline for talks on new Boeing MAX order,"Ryanair  aims to conclude talks with Boeing  on a new plane order in the next two weeks, but possible price cuts or cancellations related to an existing 737 MAX order are also part of the discussions, its chief executive said on Friday."
2020-05-01,BA,"Boeing raises $25 billion in blowout debt sale, eschews government aid","Boeing Co  raised $25 billion in a bond offering on Thursday, a blowout result for the planemaker, which it said helped the company avoid taking government aid during the coronavirus-induced travel downturn."
2020-05-01,T,"Cut us some slack, German travel start-ups tell Google",(This April 30 story corrects name of Dealroom.co in paragraph 14.)
2020-05-01,GOOGL,"Cut us some slack, German travel start-ups tell Google",(This April 30 story corrects name of Dealroom.co in paragraph 14.)
2020-05-01,AMZN,Amazon extends work from home regime till October 2,"Amazon.com Inc has told staff whose job can be done from home that they can do so until at least Oct. 2, pushing out the timeline on a return to work for many employees as it faces scrutiny over conditions in its warehouses."
2020-04-30,ISS,ISS gives 'cautionary' backing for JPMorgan lead director Raymond,"Institutional Shareholder Services (ISS) recommended on Thursday that investors vote in favor of all board nominees at JPMorgan Chase & Co  but called its support for lead independent director Lee Raymond ""cautionary."""
2020-04-30,JPM,ISS gives 'cautionary' backing for JPMorgan lead director Raymond,"Institutional Shareholder Services (ISS) recommended on Thursday that investors vote in favor of all board nominees at JPMorgan Chase & Co  but called its support for lead independent director Lee Raymond ""cautionary."""
2020-04-30,BAC,Biggest U.S. banks says they submitted $45.8 billion in loans for emergency aid program,"The two largest U.S. banks, JPMorgan Chase & Co and Bank of America, said on Thursday that they submitted almost half a million applications worth nearly $46 billion to the Small Business Administration's Paycheck Protection Program for small businesses hurt by the coronavirus shutdown."
2020-04-30,JPM,Biggest U.S. banks says they submitted $45.8 billion in loans for emergency aid program,"The two largest U.S. banks, JPMorgan Chase & Co and Bank of America, said on Thursday that they submitted almost half a million applications worth nearly $46 billion to the Small Business Administration's Paycheck Protection Program for small businesses hurt by the coronavirus shutdown."
2020-04-30,TSLA,Tesla cuts price for China-made Model 3 cars by 10% to qualify for subsidies,U.S. electric vehicle maker Tesla Inc  said in Friday it has cut the starting price for China-made Model 3 sedans by 10% to qualify for subsidies in the world's biggest auto market.
2020-04-30,AMZN,Amazon sees possible second-quarter loss as it forecasts $4 billion in COVID-19-related costs,"Amazon.com Inc  on Thursday said it could post its first quarterly loss in five years even as revenue surges because it is spending at least $4 billion in response to the coronavirus pandemic, including plans to test its workforce for COVID-19."
2020-04-30,BA,Boeing says will not seek further funds from U.S. govt,"Boeing Co  has no plans to seek additional funding through the capital markets or from the U.S. government at this time, the planemaker said in a statement on Thursday."
2020-04-30,AAPL,Apple sales inch higher despite coronavirus but CEO Tim Cook sees uncertain future,"Apple Inc reported sales and profits that beat Wall Street expectations Thursday, with Chief Executive Officer Tim Cook saying China sales were ""headed in the right direction"" as that country reopens from the novel coronavirus."
2020-04-30,BA,Embraer and Boeing's $4.2 billion deal ruled out pandemic as pretext to cancel,"Boeing Co's recently aborted $4.2 billion agreement to buy the commercial jet-making operations of Brazil's Embraer specifically forbade either party from calling it off because of a pandemic or a global economic recession, Reuters has found."
2020-04-30,T,"Zoom participant numbers top 300 million despite growing ban list, shares hit record (April 23)",(This story corrects headline and first paragraph in April 23 story after company clarifies it had mistakenly termed the 300 million as users instead of meeting participants)
2020-04-30,A,"Zoom participant numbers top 300 million despite growing ban list, shares hit record (April 23)",(This story corrects headline and first paragraph in April 23 story after company clarifies it had mistakenly termed the 300 million as users instead of meeting participants)
2020-04-30,MSFT,Microsoft revenue beats as remote work boosts Teams,(This April 29 story corrects number of Xbox Live users in paragraph 6 to 90 million monthly active users not 19 million active users; and corrects description in paragraph 8 to say daily active Teams)
2020-04-30,T,Microsoft revenue beats as remote work boosts Teams,(This April 29 story corrects number of Xbox Live users in paragraph 6 to 90 million monthly active users not 19 million active users; and corrects description in paragraph 8 to say daily active Teams)
2020-04-30,TWTR,"Twitter gains users, beats estimates but ad trends alarm investors","Twitter Inc  on Thursday reported higher first-quarter revenue and a smaller loss than analysts had expected amid the coronavirus pandemic, but its shares fell as investors fretted about potential weakness in the second quarter."
2020-04-30,GS,Goldman Sachs shareholders back executive pay packages,"Goldman Sachs Group Inc  said on Thursday that 71% of shareholders voted to approve the bank's executive pay packages, according to preliminary tallies."
2020-04-30,TSLA,Wall Street sidesteps Musk lockdown rant as Tesla numbers improve,"Wall Street brokerages gave a resounding thumbs-up to Tesla Inc's  first-quarter numbers on Thursday, lauding the electric carmaker's improved gross margins and sending its shares 8% higher in trading before the opening bell."
2020-04-30,TSLA,Tesla's Elon Musk calling coronavirus lockdowns 'fascist' overshadows profitable quarter,"Tesla Inc's  outspoken CEO Elon Musk on Wednesday called sweeping U.S. stay-at-home restrictions to curtail the coronavirus outbreak ""fascist"" as the electric carmaker posted its third quarterly profit in a row."
2020-04-30,META,Clash of tech titans: Zuckerberg praises coronavirus lockdowns; Musk sees 'fascism',"Silicon Valley billionaires Elon Musk and Mark Zuckerberg offered dueling views on lockdown measures designed to slow the spread of the coronavirus on Wednesday, with Facebook's Zuckerberg endorsing the measures while Tesla's Musk condemned them as anti-democratic."
2020-04-30,TSLA,Clash of tech titans: Zuckerberg praises coronavirus lockdowns; Musk sees 'fascism',"Silicon Valley billionaires Elon Musk and Mark Zuckerberg offered dueling views on lockdown measures designed to slow the spread of the coronavirus on Wednesday, with Facebook's Zuckerberg endorsing the measures while Tesla's Musk condemned them as anti-democratic."
2020-04-30,MAB,"Malaysia Airlines says working with Khazanah for financial support, taken cost cuts","Malaysia Airlines (MAB) is working closely with sole shareholder Khazanah Nasional for financial support while also taking steps to defend its cash position to sustain business during the coronavirus crisis, it said on Thursday."
2020-04-30,META,Facebook could address some U.S. antitrust concerns with new photo transfer tool,"Facebook Inc  will allow users in the United States and Canada to transfer photos and videos to a rival tech platform for the first time - a step that could assuage antitrust concerns by giving users an option to easily leave the company's services, the social media network said on Thursday."
2020-04-30,MSFT,"Exclusive: Finance, tech firms on hiring spree amid coronavirus turmoil - LinkedIn","The coronavirus is roiling global job markets, but the picture is not all gloomy. Finance, technology and consumer goods firms are hiring tens of thousands in the United States and other countries, according to data from Microsoft Corp's  professional networking site LinkedIn."
2020-04-30,WRCDF,Wirecard chairman voices support for embattled CEO: report,"The chairman of Wirecard's supervisory board, Thomas Eichelmann, voiced support for the German payments company's chief executive, Markus Braun, despite controversy over previous months, according to an interview with a German newspaper."
2020-04-29,AMZN,Exclusive: Amazon turns to Chinese firm on U.S. blacklist to meet thermal camera needs,"Amazon.com Inc has bought cameras to take temperatures of workers during the coronavirus pandemic from a firm the United States blacklisted over allegations it helped China detain and monitor Uighurs and other Muslim minorities, three people familiar with the matter told Reuters."
2020-04-29,AAPL,Exclusive: Chesapeake Energy preparing bankruptcy filing,"Chesapeake Energy Corp, the oil and gas exploration and production company that was at the forefront of the past decade's U.S. shale boom, is preparing a potential bankruptcy filing as it grapples with an unprecedented rout in energy prices, people familiar with the matter said on Wednesday."
2020-04-29,META,Facebook sees 'signs of stability' in ad spending after coronavirus drop,"Facebook Inc  beat analysts' estimates for quarterly revenue on Wednesday and said it has seen ""signs of stability"" for sales in April after a plunge in March, in yet another signal that tech giants may weather the coronavirus-induced economic collapse better than other sectors."
2020-04-29,BA,"Boeing to shrink workforce, raise cash as coronavirus slams jet industry","Boeing Co  said on Wednesday it would cut its 160,000-person workforce by about 10%, further reduce 787 Dreamliner production and try to boost liquidity as it prepares for a years-long industry recovery from the coronavirus pandemic that drove its second consecutive quarterly loss."
2020-04-29,AMZN,Amazon is Wall Street's biggest winner from coronavirus,No company's stock market value has benefited more from the coronavirus pandemic than Amazon.com's.
2020-04-29,AMZN,Amazon's foreign websites named in U.S. piracy and counterfeiting report,"Several of Amazon.com Inc's  foreign websites have been added to the U.S. trade regulator's ""Notorious Markets"" report on marketplaces known for counterfeiting and piracy concerns."
2020-04-29,BA,Top Boeing shareholder Vanguard voted against chair Kellner,"Top Boeing Co  shareholder Vanguard Group voted against  the company's chairman Lawrence Kellner, citing ""control failures"" under its audit committee after two 737 MAX plane crashes, according to a stewardship report issued on Wednesday that will further pressure the planemaker."
2020-04-29,TSLA,Corona what? Tesla retail investors appear unfazed by virus impact,"When Tesla Inc reports first-quarter results after the bell on Wednesday, many individual shareholders will not be looking for details on the subject that drives most conversations: the effect of the novel coronavirus pandemic."
2020-04-29,BA,Boeing to cut staff by 10% amid coronavirus pandemic,Boeing Co  CEO Dave Calhoun told employees on Wednesday that the largest U.S. planemaker is reducing the size of its workforce by about 10% amid a steep fall in travel demand due to the coronavirus pandemic.
2020-04-29,BA,Exclusive: Boeing eyes major bond issue to raise funds,"Boeing Co is working with investment banks on a multibillion-dollar bond-fueled financing package as it aims to shore up its balance sheet amid a sharp travel downturn due to the coronavirus pandemic, three people familiar with the matter said on Tuesday."
2020-04-29,LHAG,Lufthansa's Belgian carrier suspends flights until June 1,"Belgium’s Brussels Airlines, a Lufthansa (LHAG.DE) subsidiary, has extended its suspension of flights until June 1, it said on Wednesday."
2020-04-29,WRCDF,Wirecard slides again after short seller demands CEO's head,Shares in Wirecard slumped again on Wednesday as a prominent short seller demanded the sacking of CEO Markus Braun after a special audit of the German payments company was unable to verify its financial statements.
2020-04-28,NRA,Wells Fargo's relationship with NRA is 'declining': CEO,"Wells Fargo & Co's  relationship with the National Rifle Association (NRA) is ""declining,"" Chief Executive Charles Scharf told investors on Tuesday."
2020-04-28,GOOGL,"Alphabet warns of difficult quarter as consumers Google pandemic, not shopping",Alphabet Inc  on Tuesday beat analysts' estimate for quarterly revenue as its Google unit posted double-digit advertising growth despite the economic slowdown from the novel coronavirus.
2020-04-28,META,U.S. appeals court asks why Facebook encryption order should stay sealed,Federal appeals court judges asked prosecutors on Tuesday why a lower court could seal a ruling that absolved Facebook from having to wiretap a criminal suspect using one of the company’s encrypted services.
2020-04-28,AAPL,Boeing 737 MAX expected to remain grounded until at least August: sources,"Boeing Co's  grounded 737 MAX jet is expected to remain grounded until at least August as the manufacturer continues to grapple with software issues, people briefed on the matter told Reuters."
2020-04-28,BA,Boeing 737 MAX expected to remain grounded until at least August: sources,"Boeing Co's  grounded 737 MAX jet is expected to remain grounded until at least August as the manufacturer continues to grapple with software issues, people briefed on the matter told Reuters."
2020-04-28,BA,Southwest cuts Boeing jet deliveries after first quarterly loss in nine years,Southwest Airlines Co  said on Tuesday it has agreed with Boeing Co  to sharply cut its 737 MAX delivery schedule through 2021 and is reviewing its order book as the coronavirus pandemic caused its first quarterly loss in nine years.
2020-04-28,AMZN,U.S. senator urges criminal probe of Amazon.com 'predatory data practices',"Senator Josh Hawley urged the Justice Department on Tuesday to open a criminal probe of Amazon.com Inc, saying the online retailer was building a monopoly using ""predatory data practices"" on vendors using its platform."
2020-04-28,AMZN,New York AG raises concerns about Amazon's pandemic safety practices: source,"Amazon.com Inc  may have violated safety measures and labor practices amid the coronavirus pandemic as it fired a warehouse protest leader last month, New York Attorney General Letitia James's office wrote in a letter to the company last week."
2020-04-28,META,Exclusive: Aurubis to win EU approval for Metallo takeover - sources,"Europe's biggest copper smelter Aurubis  is set to win EU antitrust approval for its planned 380 million euro ($412 million) acquisition of Belgian-Spanish metal recycling group Metallo, people familiar with the matter said on Tuesday."
2020-04-28,MSFT,"Remote work revenue could help Microsoft offset coronavirus impacts, analysts say","When Microsoft Corp reports earnings on Wednesday, analysts expect some areas of its business to take a hit from the novel coronavirus pandemic, with lower-than-expected sales in areas like advertising on its LinkedIn social network."
2020-04-28,AAPL,"China discounts, cheaper iPhone to cushion Apple from virus blow to demand",Apple Inc's  discounts on the iPhone 11 in China and the release of a new low-price SE model have put the company in a better position than rivals to weather a coronavirus-related plunge in global smartphone demand.
2020-04-28,TSLA,Tesla's Musk nears $750 million options payday ahead of results,"Tesla Inc Chief Executive Elon Musk is on the cusp of a roughly $750 million payday as the electric carmaker's stock recovers from a slump caused by the coronavirus, which led the company to close its factories and furlough workers."
2020-04-27,BA,Boeing says it will need to borrow more money on coronavirus fallout,"Boeing Co  will need to borrow more money over the next six months and does not expect to pay dividends again for years, as the U.S. planemaker wrestles with industry fallout from the coronavirus and the grounding of its 737 MAX jet, chief executive Dave Calhoun told shareholders on Monday."
2020-04-27,BA,Embraer takes Boeing to arbitration over failed deal as Brazil eyes China tie-up,"Brazil's Embraer SA said on Monday it had begun an arbitration process against Boeing Co, after the U.S. planemaker abruptly canceled a $4.2 billion deal over the weekend that was years in the making."
2020-04-27,TWTR,British Airways considers slashing about 800 pilot jobs: Sky News reporter,"British Airways  is planning to launch a consultation that could result in cutting about 800 of its 4,500 pilot jobs, a Sky News reporter tweeted https://twitter.com/MarkKleinmanSky/status/1254880282899091456 on Monday."
2020-04-27,BA,Poland's LOT in talks to convert Boeing Dreamliners for freight,"Polish airline LOT is in talks with Boeing  to modify its 787 Dreamliner jets into temporary cargo carriers, a LOT spokesman told Reuters, in a move that could help to narrow losses from the coronavirus crisis."
2020-04-27,MSFT,Microsoft wins five-year deal with Coca-Cola to supply business software,"Microsoft Corp  on Monday said it had won a five-year deal with Coca-Cola Co  to supply business software, including its Teams chat app and tools for customer service agents."
2020-04-27,KO,Microsoft wins five-year deal with Coca-Cola to supply business software,"Microsoft Corp  on Monday said it had won a five-year deal with Coca-Cola Co  to supply business software, including its Teams chat app and tools for customer service agents."
2020-04-26,AMZN,Amazon tests screening new merchants for fraud via video calls in pandemic,"Amazon.com Inc  is piloting the use of video conference calls to verify the identity of merchants who wish to sell goods on its websites, in a new plan to counter fraud without in-person meetings in the pandemic, the company said on Sunday."
2020-04-26,BA,"After betting its future on Boeing, jetmaker Embraer scrambles for elusive plan B","Brazilian planemaker Embraer SA  has been thrust into an uncertain future with no immediate plan B, while not ruling out seeking a bailout after Boeing Co  jettisoned a $4.2 billion commercial aerospace tie-up amid the coronavirus crisis."
2020-04-25,TSLA,Tesla is calling some workers back to California factory: Bloomberg News,"Tesla Inc  is calling some workers back to its San Francisco Bay Area vehicle-assembly plant next week, Bloomberg News reported on Saturday."
2020-04-25,BA,Embraer hits out after Boeing scraps $4.2 billion tie-up,"Boeing Co  on Saturday pulled out of a $4.2 billion deal to buy Embraer's  commercial jets division, sparking a furious response from its jilted partner and leaving plans for a U.S.-Brazil alliance from regional jets to jumbos in tatters."
2020-04-25,ISS,Proxy advisers recommend Boeing shareholders vote against key board members,"Two proxy advisers, Glass Lewis and Institutional Shareholder Services (ISS), have recommended that shareholders of Boeing Co  vote against key board members of the planemaker to show objections to the company's handling of the 737 Max crisis."
2020-04-25,BA,Proxy advisers recommend Boeing shareholders vote against key board members,"Two proxy advisers, Glass Lewis and Institutional Shareholder Services (ISS), have recommended that shareholders of Boeing Co  vote against key board members of the planemaker to show objections to the company's handling of the 737 Max crisis."
2020-04-25,AMZN,Trump threatens to block aid for U.S. Postal Service if it does not raise prices for Amazon,"President Donald Trump on Friday threatened to block federal aid for the U.S. Postal Service unless it raises shipping rates for online companies like Amazon.com, prompting criticism that the move would hurt consumers relying more than usual on packages during the coronavirus outbreak."
2020-04-24,MSFT,Tech titans Apple and Microsoft propel Wall Street rally,"Wall Street rallied on Friday, led higher by Apple and Microsoft as investors finished a turbulent week of trading and some states prepared to relax coronavirus-related lockdowns."
2020-04-24,AAPL,Tech titans Apple and Microsoft propel Wall Street rally,"Wall Street rallied on Friday, led higher by Apple and Microsoft as investors finished a turbulent week of trading and some states prepared to relax coronavirus-related lockdowns."
2020-04-24,ETP,Explainer: Oil ETPs - the perils of trading crude like a stock,A historic plunge in oil prices in the wake of the COVID-19 pandemic has highlighted the risks of oil-focused exchange-traded products (ETPs).
2020-04-24,AMZN,French court backs workers in Amazon row over virus measures,"A French court on Friday rejected Amazon's  appeal against a ruling that restricts what it can deliver during the coronavirus crisis, handing a victory to unions that had criticised the U.S. e-commerce giant's safety measures."
2020-04-24,CDC,"U.S. CDC reports 865,585 coronavirus cases, 48,816 deaths","The U.S. Centers for Disease Control and Prevention (CDC) on Friday reported 865,585 cases of the novel coronavirus, an increase of 37,144 from its previous count, and said the number of deaths had risen by 2,437 to 48,816."
2020-04-24,META,Facebook enters the videoconferencing fray with Messenger Rooms,"Facebook Inc  introduced a videoconferencing tool and expanded livestreaming features on Friday, capitalizing on a surge in demand for video chats during the coronavirus pandemic while taking its first steps toward a planned integration of messaging products across its apps."
2020-04-24,AAPL,AT&T names new CEO as Trump gloats over changes at CNN owner,"Veteran John Stankey will take over as AT&T  chief executive officer, the company said on Friday, as the U.S. telecommunications and media giant grapples with the impact of the coronavirus outbreak and its late entrance into the global streaming wars."
2020-04-24,BA,Doubts gather over Boeing-Embraer deal as deadline nears: sources,"A $4.2 billion deal for Boeing  to buy the civil jetmaking arm of Brazil's Embraer  has hit a roadblock over implementation, threatening its collapse barring a last-minute breakthrough on Friday, people familiar with the talks said."
2020-04-24,AAPL,"Apple, Google update coronavirus contact tracing tech ahead of launch","Apple Inc  and Alphabet Inc's  Google on Friday updated technical details of the coronavirus contact tracing system they plan to release next month, saying new features would strengthen privacy protections and give health authorities more detailed data."
2020-04-24,GOOGL,"Apple, Google update coronavirus contact tracing tech ahead of launch","Apple Inc  and Alphabet Inc's  Google on Friday updated technical details of the coronavirus contact tracing system they plan to release next month, saying new features would strengthen privacy protections and give health authorities more detailed data."
2020-04-24,AAPL,"France, Germany in standoff with Silicon Valley on contact tracing",A standoff between the two largest nations in the European Union and Silicon Valley escalated on Friday as Apple and Google rebuffed demands by France and Germany to back their approach to using smartphone technology to trace coronavirus infections.
2020-04-24,GOOGL,"France, Germany in standoff with Silicon Valley on contact tracing",A standoff between the two largest nations in the European Union and Silicon Valley escalated on Friday as Apple and Google rebuffed demands by France and Germany to back their approach to using smartphone technology to trace coronavirus infections.
2020-04-24,META,"Ireland should consider forcing Google, Facebook to pay media for content: PM","The Irish government should consider copying Australia's plan to force Facebook Inc  and Alphabet Inc's  Google to share advertising revenue with local media, Prime Minister Leo Varadkar said on Friday."
2020-04-24,GOOGL,"Ireland should consider forcing Google, Facebook to pay media for content: PM","The Irish government should consider copying Australia's plan to force Facebook Inc  and Alphabet Inc's  Google to share advertising revenue with local media, Prime Minister Leo Varadkar said on Friday."
2020-04-24,S,Singtel secures $3 billion in bank credit for subsidiaries,"Singapore Telecommunications'  (Singtel) subsidiaries have secured close to $3 billion in bank credit facilities, it said on Friday."
2020-04-24,META,Facebook's big India deal portends a bruising time for SoftBank-backed Paytm,"Facebook's  $5.7 billion investment in Reliance  promises to be the biggest headache yet for Paytm, a SoftBank-backed pioneer in India's digital payments market but which has been losing ground to rivals with deeper pockets."
2020-04-24,AMZN,French court to rule on Amazon union spat as vendors struggle,"A French court will on Friday decide whether to back Amazon's  appeal against an order to restrict the goods it can deliver, which led it to close its warehouses in France and left many small firms struggling to ship products."
2020-04-24,INTC,"Coronavirus clouds Intel outlook, despite short-term bump from PC buying",Intel Corp  on Thursday forecast second-quarter earnings below Wall Street views as it cited the cost of readying a new PC chip and said it could not make a forecast for the full year because of economic uncertainty caused by the coronavirus pandemic.
2020-04-23,META,Facebook gets rid of 'pseudoscience' ad-targeting category,"Facebook Inc has removed ""pseudoscience"" as an option for advertisers that want to target audiences, a category available until this week even as the world's largest social media network vowed to curb misinformation about the COVID-19 pandemic."
2020-04-23,CDC,"U.S. CDC reports 828,441 coronavirus cases, 46,379 deaths","The U.S. Centers for Disease Control and Prevention (CDC) on Thursday reported 828,441 cases of the novel coronavirus, an increase of 25,858 from its previous count, and said the number of deaths had risen by 1,804 to 46,379."
2020-04-23,BA,"Boeing plans to cut 787 Dreamliner output, jobs: Bloomberg News","Boeing Co  is planning to cut 787 Dreamliner output by about half and announce job cuts in its first-quarter earnings report, Bloomberg news reported https://www.bloomberg.com/news/articles/2020-04-23/boeing-poised-to-cut-dreamliner-output-jobs-on-plunging-demand on Thursday."
2020-04-23,AAPL,Apple plans to sell Macs with its own chips from 2021: Bloomberg,"Apple Inc  plans to sell Mac computers with its own main processors by next year based on the chip designs currently used in its iPhones and iPads, Bloomberg reported on Thursday."
2020-04-23,SAA,South African Airways faces wind-down or liquidation as cash runs out,South African Airways (SAA) faces a wind-down or liquidation after specialists appointed to try to save the state-owned airline said on Thursday they had run out of funds.
2020-04-23,IPS,"Bezos, Musk among billionaires gaining net worth in pandemic: report","The combined wealth of America's billionaires, including Amazon.com  Inc founder Jeff Bezos and Tesla Inc  chief Elon Musk, increased nearly 10% during the ongoing COVID-19 pandemic, according to a report published by the Institute for Policy Studies (IPS)."
2020-04-23,AMZN,"Bezos, Musk among billionaires gaining net worth in pandemic: report","The combined wealth of America's billionaires, including Amazon.com  Inc founder Jeff Bezos and Tesla Inc  chief Elon Musk, increased nearly 10% during the ongoing COVID-19 pandemic, according to a report published by the Institute for Policy Studies (IPS)."
2020-04-23,TSLA,"Bezos, Musk among billionaires gaining net worth in pandemic: report","The combined wealth of America's billionaires, including Amazon.com  Inc founder Jeff Bezos and Tesla Inc  chief Elon Musk, increased nearly 10% during the ongoing COVID-19 pandemic, according to a report published by the Institute for Policy Studies (IPS)."
2020-04-23,JLR,Jaguar Land Rover to restart some European output from mid-May,"Jaguar Land Rover (JLR)  will restart some production in Europe from May 18, including at one of its three British car plants and its factory in Slovakia, where the new Defender vehicle is being made."
2020-04-23,IATA,"Mideast, African governments failing to protect airlines: IATA","Middle Eastern and African governments are failing to take the action required to protect their airlines from the economic crisis caused by the new coronavirus pandemic, the International Air Transport Association (IATA) said on Thursday."
2020-04-23,ECM,UniCredit appoints Hecker as global head of equity capital markets,"UniCredit  has appointed Jana Hecker, formerly at Deutsche Bank, as its global head of equity capital markets (ECM), Italy's biggest bank said on Thursday."
2020-04-23,FCA,Fiat Chrysler to restart van production at Atessa plant at 70% normal rate: union,"Fiat Chrysler (FCA)  aims to restart van production at its Atessa joint venture plant in central Italy at 70% of the normal rate, a union representative told Reuters on Thursday."
2020-04-22,UAW,"Detroit automakers, UAW to continue talks over reopening U.S. plants",The United Auto Workers (UAW) said late Wednesday discussions are still underway with Detroit's Big Three automakers to safely restart U.S. production halted by the coronavirus pandemic.
2020-04-22,AAPL,"Flaw in iPhone, iPads may have allowed hackers to steal data for years",Apple Inc is planning to fix a flaw that a security firm said may have left more than half a billion iPhones vulnerable to hackers.
2020-04-22,EV,"Nissan, partners to draft deeper alliance in May: Yomiuri","Nissan Motor Co , Renault SA  and Mitsubishi Motors Corp  will draft plans for a deeper alliance next month, including joint development of more electric vehicles (EVs) and self-driving technology, the Yomiuri daily reported."
2020-04-22,BAC,U.S. companies paying down maxed out credit lines with bond issues: BoA note,"An increasing number of U.S. companies are selling bonds to repay lines of credit they drew down at the height of the coronavirus-induced market turmoil, an indication that the cash crunch facing much of Corporate America may be easing, according to Bank of America analysts."
2020-04-22,BA,Boeing 737 program chief to oversee commercial programs,"The head of Boeing's 737 program has been tapped to oversee the planemaker's commercial programs as the company works to win approval to return the 737 MAX to service, which has been grounded for 13 months."
2020-04-22,BA,Boeing is sued for $336 million over canceled 737 MAX order,Boeing Co  was sued for $336 million on Wednesday by a Kuwaiti leasing company that accused it of wrongly refusing to return advance payments on a now-canceled order for 40 of its troubled 737 MAX planes.
2020-04-22,META,Facebook bets on India with $5.7 billion Reliance deal,"Facebook  is set to spend $5.7 billion to buy a 9.99% stake in Reliance Industries'  digital arm, as it looks to roll out services for India's grocers and small businesses by capitalizing on WhatsApp's extensive reach in the country."
2020-04-22,GOOGL,Google Stadia gains users after giving free access for two months,"Google's cloud-based game streaming service, Stadia, has witnessed a surge in users after the tech giant gifted two months of free access to its premium version for gamers sheltering at home to curb the spread of the coronavirus."
2020-04-22,NFLX,Netflix to raise $1 billion to fund original content,"Netflix Inc  said on Wednesday it plans to raise about $1 billion in debt to beef up original content, a day after the streaming pioneer doubled its own projections for new customers as stuck-at-home users binged on movies and shows."
2020-04-22,GOOGL,Google says state-backed hackers increasing coronavirus phishing attacks,Security experts at Alphabet Inc's  Google have identified more than a dozen government-backed hacking groups using the COVID-19 pandemic as cover for phishing and malware attempts.
2020-04-22,EU,Tyre industry pushes back against evidence of plastic pollution,"A growing body of scientific research linking tyre wear to microplastic pollution, as well as increasing scrutiny from lawmakers in the European Union (EU), has led the $180 billion-a-year tyre industry to fight back."
2020-04-22,BA,"EU antitrust regulators resume probe into Boeing, Embraer deal","EU antitrust regulators have resumed their investigation into Boeing's  bid to buy the jetmaking arm of Embraer , with a decision due by Aug. 7, a European Commission filing showed on Wednesday."
2020-04-22,META,Exclusive: Facebook agreed to censor posts after Vietnam slowed traffic - sources,"Facebook's local servers in Vietnam were taken offline early this year, slowing local traffic to a crawl until it agreed to significantly increase the censorship of ""anti-state"" posts for local users, two sources at the company told Reuters on Tuesday."
2020-04-22,NFLX,Netflix doubles expected signups but warns coronavirus boost may fade,"Netflix Inc  more than doubled its own projections for new customers as quarantined audiences binged on series such as ""Tiger King,"" but the company predicted a weaker second half of the year if stay-at-home orders to fight the coronavirus are lifted."
2020-04-21,BAC,Lawsuit claims 10 big banks rigged market for 'odd-lot' U.S. corporate bonds,"Ten of the world's largest banks, including JPMorgan Chase and Bank of America, have been sued for allegedly conspiring over nearly 14 years to rig prices in the $9.6 trillion U.S. corporate bond market, costing ordinary investors billions of dollars."
2020-04-21,JPM,Lawsuit claims 10 big banks rigged market for 'odd-lot' U.S. corporate bonds,"Ten of the world's largest banks, including JPMorgan Chase and Bank of America, have been sued for allegedly conspiring over nearly 14 years to rig prices in the $9.6 trillion U.S. corporate bond market, costing ordinary investors billions of dollars."
2020-04-21,JPM,JPMorgan Chase plans to return employees to work in phases: memo,"JPMorgan Chase & Co, the largest U.S. lender, said on Tuesday it was working on a plan to bring thousands of employees who have been working from home for more than five weeks back onsite in stages, according to an internal memo seen by Reuters."
2020-04-21,GOOGL,Ripple sues YouTube over cryptocurrency scams,"Blockchain firm Ripple sued Alphabet Inc's YouTube on Tuesday, alleging the video-sharing platform failed to protect consumers from cryptocurrency ""giveaway"" scams that use fake social media profiles to dupe victims into sending money."
2020-04-21,BA,Boeing names CFO to manage new group overseeing key operations,Boeing  said on Tuesday it was naming chief financial officer Greg Smith to oversee a newly formed group that will consolidate several key operational areas.
2020-04-21,AMZN,Amazon staff take off work to raise safety concerns in pandemic: activists,A U.S. labor and activist coalition said employees of Amazon.com Inc would take off work starting on Tuesday to draw attention to what it says are unsafe conditions at warehouses during the coronavirus pandemic.
